my,3
to,3
net,2
friend,2
name,2
is,2
a,2
me,2
i,2
the,2
internet,2
she,2
in,2
guangzhou,2
we,2
blair,1
father,1
bought,1
computer,1
for,1
last,1
year,1
learned,1
search,1
made,1
on,1
her,1
jessie,1
lives,1
often,1
talk,1
each,1
other,1
and,1
have,1
many,1
things,1
common,1
introduces,1
